node_index,node_id,node_type,node_name,node_source,node_classification
11886,326625,gene_protein,MMAB,NCBI,Gene
11888,116285,gene_protein,ACSM1,NCBI,Gene
11889,84747,gene_protein,UNC119B,NCBI,Gene
11891,64094,gene_protein,SMOC2,NCBI,Gene
11892,64419,gene_protein,MTMR14,NCBI,Gene
11894,55610,gene_protein,VPS50,NCBI,Gene
11895,221477,gene_protein,C6orf89,NCBI,Gene
11896,55756,gene_protein,INTS9,NCBI,Gene
11897,91894,gene_protein,C11orf52,NCBI,Gene
11900,5967,gene_protein,REG1A,NCBI,Gene
11903,84079,gene_protein,ANKRD27,NCBI,Gene
11904,4990,gene_protein,SIX6,NCBI,Gene
11906,10055,gene_protein,SAE1,NCBI,Gene
11907,58527,gene_protein,ABRACL,NCBI,Gene
11909,118812,gene_protein,MORN4,NCBI,Gene
11910,6892,gene_protein,TAPBP,NCBI,Gene
11912,114836,gene_protein,SLAMF6,NCBI,Gene
11913,10773,gene_protein,ZBTB6,NCBI,Gene
11914,57060,gene_protein,PCBP4,NCBI,Gene
11915,55234,gene_protein,SMU1,NCBI,Gene
11916,54976,gene_protein,C20orf27,NCBI,Gene
11917,53349,gene_protein,ZFYVE1,NCBI,Gene
11918,79155,gene_protein,TNIP2,NCBI,Gene
11919,80067,gene_protein,DCAF17,NCBI,Gene
11920,6755,gene_protein,SSTR5,NCBI,Gene
11921,53942,gene_protein,CNTN5,NCBI,Gene
11924,27291,gene_protein,R3HCC1L,NCBI,Gene
11925,81894,gene_protein,SLC25A28,NCBI,Gene
11926,1259,gene_protein,CNGA1,NCBI,Gene
11927,65977,gene_protein,PLEKHA3,NCBI,Gene
11928,162993,gene_protein,ZNF846,NCBI,Gene
11929,26664,gene_protein,OR7C1,NCBI,Gene
11930,22821,gene_protein,RASA3,NCBI,Gene
11932,1120,gene_protein,CHKB,NCBI,Gene
11934,54346,gene_protein,UNC93A,NCBI,Gene
11935,10600,gene_protein,USP16,NCBI,Gene
11936,11201,gene_protein,POLI,NCBI,Gene
11937,64403,gene_protein,CDH24,NCBI,Gene
11938,83416,gene_protein,FCRL5,NCBI,Gene
11939,23131,gene_protein,GPATCH8,NCBI,Gene
11940,162972,gene_protein,ZNF550,NCBI,Gene
11942,1358,gene_protein,CPA2,NCBI,Gene
11943,9121,gene_protein,SLC16A5,NCBI,Gene
11945,341350,gene_protein,OVCH1,NCBI,Gene
11946,2689,gene_protein,GH2,NCBI,Gene
11947,51566,gene_protein,ARMCX3,NCBI,Gene
11948,54414,gene_protein,SIAE,NCBI,Gene
11949,79573,gene_protein,TTC13,NCBI,Gene
11950,81556,gene_protein,INTS14,NCBI,Gene
11951,5205,gene_protein,ATP8B1,NCBI,Gene
11953,8613,gene_protein,PLPP3,NCBI,Gene
11954,144501,gene_protein,KRT80,NCBI,Gene
11955,9427,gene_protein,ECEL1,NCBI,Gene
11956,8277,gene_protein,TKTL1,NCBI,Gene
11957,93349,gene_protein,SP140L,NCBI,Gene
11958,123283,gene_protein,TARS3,NCBI,Gene
11959,84684,gene_protein,INSM2,NCBI,Gene
11960,116362,gene_protein,RBP7,NCBI,Gene
11961,27154,gene_protein,BRPF3,NCBI,Gene
11962,402381,gene_protein,SOHLH1,NCBI,Gene
11963,26061,gene_protein,HACL1,NCBI,Gene
11964,201562,gene_protein,HACD2,NCBI,Gene
11965,375484,gene_protein,SIMC1,NCBI,Gene
11966,127795,gene_protein,C1orf87,NCBI,Gene
11968,79912,gene_protein,PYROXD1,NCBI,Gene
11970,518,gene_protein,ATP5MC3,NCBI,Gene
11971,9603,gene_protein,NFE2L3,NCBI,Gene
11972,57763,gene_protein,ANKRA2,NCBI,Gene
11974,90133,gene_protein,KRT8P12,NCBI,Gene
11975,221184,gene_protein,CPNE2,NCBI,Gene
11976,55768,gene_protein,NGLY1,NCBI,Gene
11977,283576,gene_protein,ZDHHC22,NCBI,Gene
11978,51294,gene_protein,PCDH12,NCBI,Gene
11979,90427,gene_protein,BMF,NCBI,Gene
11980,114038,gene_protein,LINC00313,NCBI,Gene
11981,79635,gene_protein,CCDC121,NCBI,Gene
11982,11006,gene_protein,LILRB4,NCBI,Gene
11983,122553,gene_protein,TRAPPC6B,NCBI,Gene
11984,5913,gene_protein,RAPSN,NCBI,Gene
11985,10216,gene_protein,PRG4,NCBI,Gene
11986,51274,gene_protein,KLF3,NCBI,Gene
11991,197322,gene_protein,ACSF3,NCBI,Gene
11992,84152,gene_protein,PPP1R1B,NCBI,Gene
11993,51714,gene_protein,SELENOT,NCBI,Gene
11995,98,gene_protein,ACYP2,NCBI,Gene
11996,57609,gene_protein,DIP2B,NCBI,Gene
11998,84328,gene_protein,LZIC,NCBI,Gene
11999,282809,gene_protein,POC1B,NCBI,Gene
12000,83638,gene_protein,C11orf68,NCBI,Gene
12002,58513,gene_protein,EPS15L1,NCBI,Gene
12003,10917,gene_protein,BTNL3,NCBI,Gene
12004,255308,gene_protein,EIF2S3B,NCBI,Gene
12005,8654,gene_protein,PDE5A,NCBI,Gene
12007,10103,gene_protein,TSPAN1,NCBI,Gene
12008,50649,gene_protein,ARHGEF4,NCBI,Gene
12010,163227,gene_protein,ZNF100,NCBI,Gene
12011,8792,gene_protein,TNFRSF11A,NCBI,Gene
12013,3938,gene_protein,LCT,NCBI,Gene
12014,26059,gene_protein,ERC2,NCBI,Gene
12015,85441,gene_protein,HELZ2,NCBI,Gene
12017,79872,gene_protein,CBLL1,NCBI,Gene
12018,58473,gene_protein,PLEKHB1,NCBI,Gene
12019,89790,gene_protein,SIGLEC10,NCBI,Gene
12023,28512,gene_protein,NKIRAS1,NCBI,Gene
12024,112936,gene_protein,VPS26B,NCBI,Gene
12026,11216,gene_protein,AKAP10,NCBI,Gene
12027,57447,gene_protein,NDRG2,NCBI,Gene
12028,7292,gene_protein,TNFSF4,NCBI,Gene
12030,78986,gene_protein,DUSP26,NCBI,Gene
12031,4108,gene_protein,MAGEA9,NCBI,Gene
12033,11075,gene_protein,STMN2,NCBI,Gene
12034,162966,gene_protein,ZNF600,NCBI,Gene
12035,51373,gene_protein,MRPS17,NCBI,Gene
12036,91624,gene_protein,NEXN,NCBI,Gene
12037,1761,gene_protein,DMRT1,NCBI,Gene
12038,3268,gene_protein,AGFG2,NCBI,Gene
12039,10725,gene_protein,NFAT5,NCBI,Gene
12040,57468,gene_protein,SLC12A5,NCBI,Gene
12041,116372,gene_protein,LYPD1,NCBI,Gene
12044,64393,gene_protein,ZMAT3,NCBI,Gene
12047,51303,gene_protein,FKBP11,NCBI,Gene
12048,80139,gene_protein,ZNF703,NCBI,Gene
12049,91461,gene_protein,PKDCC,NCBI,Gene
12050,79848,gene_protein,CSPP1,NCBI,Gene
12052,54977,gene_protein,SLC25A38,NCBI,Gene
12053,54991,gene_protein,C1orf159,NCBI,Gene
12054,55659,gene_protein,ZNF416,NCBI,Gene
12055,3988,gene_protein,LIPA,NCBI,Gene
12056,5551,gene_protein,PRF1,NCBI,Gene
12057,64816,gene_protein,CYP3A43,NCBI,Gene
12058,114827,gene_protein,FHAD1,NCBI,Gene
12059,9839,gene_protein,ZEB2,NCBI,Gene
12060,9914,gene_protein,ATP2C2,NCBI,Gene
12063,56931,gene_protein,DUS3L,NCBI,Gene
12064,2346,gene_protein,FOLH1,NCBI,Gene
12065,11141,gene_protein,IL1RAPL1,NCBI,Gene
12067,10230,gene_protein,NBR2,NCBI,Gene
12068,55082,gene_protein,ARGLU1,NCBI,Gene
12069,56926,gene_protein,NCLN,NCBI,Gene
12070,79134,gene_protein,TMEM185B,NCBI,Gene
12071,2128,gene_protein,EVX1,NCBI,Gene
12072,203328,gene_protein,SUSD3,NCBI,Gene
12073,202299,gene_protein,LINC01554,NCBI,Gene
12074,84946,gene_protein,LTV1,NCBI,Gene
12075,148109,gene_protein,FAM187B,NCBI,Gene
12076,64135,gene_protein,IFIH1,NCBI,Gene
12077,11067,gene_protein,DEPP1,NCBI,Gene
12078,55652,gene_protein,SLC48A1,NCBI,Gene
12079,5744,gene_protein,PTHLH,NCBI,Gene
12080,57642,gene_protein,COL20A1,NCBI,Gene
12081,64397,gene_protein,ZNF106,NCBI,Gene
12082,63874,gene_protein,ABHD4,NCBI,Gene
12083,220359,gene_protein,TIGD3,NCBI,Gene
12084,84525,gene_protein,HOPX,NCBI,Gene
12085,126068,gene_protein,ZNF441,NCBI,Gene
12087,8911,gene_protein,CACNA1I,NCBI,Gene
12088,114781,gene_protein,BTBD9,NCBI,Gene
12089,9697,gene_protein,TRAM2,NCBI,Gene
12090,1002,gene_protein,CDH4,NCBI,Gene
12092,3347,gene_protein,HTN3,NCBI,Gene
12093,8209,gene_protein,GATD3A,NCBI,Gene
12095,55322,gene_protein,C5orf22,NCBI,Gene
12097,30832,gene_protein,ZNF354C,NCBI,Gene
12098,84938,gene_protein,ATG4C,NCBI,Gene
12099,23030,gene_protein,KDM4B,NCBI,Gene
12104,145258,gene_protein,GSC,NCBI,Gene
12105,259282,gene_protein,BOD1L1,NCBI,Gene
12107,374355,gene_protein,CCDC172,NCBI,Gene
12108,316,gene_protein,AOX1,NCBI,Gene
12110,8566,gene_protein,PDXK,NCBI,Gene
12112,8787,gene_protein,RGS9,NCBI,Gene
12113,79621,gene_protein,RNASEH2B,NCBI,Gene
12114,137695,gene_protein,TMEM68,NCBI,Gene
12116,79944,gene_protein,L2HGDH,NCBI,Gene
12119,55286,gene_protein,C4orf19,NCBI,Gene
12120,5444,gene_protein,PON1,NCBI,Gene
12121,23431,gene_protein,AP4E1,NCBI,Gene
12122,1378,gene_protein,CR1,NCBI,Gene
12123,8854,gene_protein,ALDH1A2,NCBI,Gene
12124,8509,gene_protein,NDST2,NCBI,Gene
12125,94241,gene_protein,TP53INP1,NCBI,Gene
12127,64283,gene_protein,ARHGEF28,NCBI,Gene
12128,133522,gene_protein,PPARGC1B,NCBI,Gene
12129,2840,gene_protein,GPR17,NCBI,Gene
12130,57706,gene_protein,DENND1A,NCBI,Gene
12131,51005,gene_protein,AMDHD2,NCBI,Gene
12132,170394,gene_protein,PWWP2B,NCBI,Gene
12133,84689,gene_protein,MS4A14,NCBI,Gene
12134,440400,gene_protein,RNASEK,NCBI,Gene
12136,7701,gene_protein,ZNF142,NCBI,Gene
12137,1617,gene_protein,DAZ1,NCBI,Gene
12138,26958,gene_protein,COPG2,NCBI,Gene
12140,79728,gene_protein,PALB2,NCBI,Gene
12142,29988,gene_protein,SLC2A8,NCBI,Gene
12143,8382,gene_protein,NME5,NCBI,Gene
12144,128308,gene_protein,MRPL55,NCBI,Gene
12145,113179,gene_protein,ADAT3,NCBI,Gene
12146,27190,gene_protein,IL17B,NCBI,Gene
12148,221074,gene_protein,SLC39A12,NCBI,Gene
12149,201931,gene_protein,TMEM192,NCBI,Gene
12151,256302,gene_protein,NATD1,NCBI,Gene
12152,91057,gene_protein,CCDC34,NCBI,Gene
12153,148398,gene_protein,SAMD11,NCBI,Gene
12154,6496,gene_protein,SIX3,NCBI,Gene
12155,56776,gene_protein,FMN2,NCBI,Gene
12156,2864,gene_protein,FFAR1,NCBI,Gene
12157,54802,gene_protein,TRIT1,NCBI,Gene
12158,90506,gene_protein,LRRC46,NCBI,Gene
12160,8228,gene_protein,PNPLA4,NCBI,Gene
12161,165545,gene_protein,DQX1,NCBI,Gene
12163,51062,gene_protein,ATL1,NCBI,Gene
12164,3443,gene_protein,IFNA6,NCBI,Gene
12165,6750,gene_protein,SST,NCBI,Gene
12166,114134,gene_protein,SLC2A13,NCBI,Gene
12168,84437,gene_protein,MSANTD4,NCBI,Gene
12171,3820,gene_protein,KLRB1,NCBI,Gene
12172,284427,gene_protein,SLC25A41,NCBI,Gene
12173,1769,gene_protein,DNAH8,NCBI,Gene
12174,844,gene_protein,CASQ1,NCBI,Gene
12175,51272,gene_protein,BET1L,NCBI,Gene
12176,91523,gene_protein,PCED1B,NCBI,Gene
12178,252969,gene_protein,NEIL2,NCBI,Gene
12179,23072,gene_protein,HECW1,NCBI,Gene
12180,1337,gene_protein,COX6A1,NCBI,Gene
12181,64844,gene_protein,MARCHF7,NCBI,Gene
12182,11018,gene_protein,TMED1,NCBI,Gene
12183,64764,gene_protein,CREB3L2,NCBI,Gene
12184,64855,gene_protein,NIBAN2,NCBI,Gene
12185,340527,gene_protein,NHSL2,NCBI,Gene
12186,79731,gene_protein,NARS2,NCBI,Gene
12187,255275,gene_protein,MYADML2,NCBI,Gene
12188,55676,gene_protein,SLC30A6,NCBI,Gene
12189,203286,gene_protein,ANKS6,NCBI,Gene
12191,349667,gene_protein,RTN4RL2,NCBI,Gene
12192,7693,gene_protein,ZNF134,NCBI,Gene
12193,9668,gene_protein,ZNF432,NCBI,Gene
12194,150383,gene_protein,CDPF1,NCBI,Gene
12195,26224,gene_protein,FBXL3,NCBI,Gene
12196,148156,gene_protein,ZNF558,NCBI,Gene
12197,55437,gene_protein,STRADB,NCBI,Gene
12199,80210,gene_protein,ARMC9,NCBI,Gene
12200,200734,gene_protein,SPRED2,NCBI,Gene
12202,149111,gene_protein,CNIH3,NCBI,Gene
12203,84620,gene_protein,ST6GAL2,NCBI,Gene
12205,64151,gene_protein,NCAPG,NCBI,Gene
12206,57488,gene_protein,ESYT2,NCBI,Gene
12207,57105,gene_protein,CYSLTR2,NCBI,Gene
12208,285386,gene_protein,TPRG1,NCBI,Gene
12209,255809,gene_protein,C19orf38,NCBI,Gene
12210,5273,gene_protein,SERPINB10,NCBI,Gene
12212,152815,gene_protein,THAP6,NCBI,Gene
12213,2946,gene_protein,GSTM2,NCBI,Gene
12214,219348,gene_protein,PLAC9,NCBI,Gene
12215,223,gene_protein,ALDH9A1,NCBI,Gene
12218,140831,gene_protein,ZSWIM3,NCBI,Gene
12219,284716,gene_protein,RIMKLA,NCBI,Gene
12220,83787,gene_protein,ARMC10,NCBI,Gene
12221,6677,gene_protein,SPAM1,NCBI,Gene
12223,112755,gene_protein,STX1B,NCBI,Gene
12227,79946,gene_protein,C10orf95,NCBI,Gene
12228,54429,gene_protein,TAS2R5,NCBI,Gene
12229,2578,gene_protein,GAGE6,NCBI,Gene
12230,80352,gene_protein,RNF39,NCBI,Gene
12231,245972,gene_protein,ATP6V0D2,NCBI,Gene
12232,6296,gene_protein,ACSM3,NCBI,Gene
12234,57519,gene_protein,STARD9,NCBI,Gene
12235,91433,gene_protein,RCCD1,NCBI,Gene
12236,3363,gene_protein,HTR7,NCBI,Gene
12237,27034,gene_protein,ACAD8,NCBI,Gene
12238,6529,gene_protein,SLC6A1,NCBI,Gene
12242,4071,gene_protein,TM4SF1,NCBI,Gene
12243,81490,gene_protein,PTDSS2,NCBI,Gene
12244,6690,gene_protein,SPINK1,NCBI,Gene
12245,57379,gene_protein,AICDA,NCBI,Gene
12246,112939,gene_protein,NACC1,NCBI,Gene
12247,147525,gene_protein,LINC00526,NCBI,Gene
12248,57619,gene_protein,SHROOM3,NCBI,Gene
12249,84690,gene_protein,SPATA22,NCBI,Gene
12250,29081,gene_protein,METTL5,NCBI,Gene
12252,113791,gene_protein,PIK3IP1,NCBI,Gene
12253,55795,gene_protein,PCID2,NCBI,Gene
12254,7461,gene_protein,CLIP2,NCBI,Gene
12256,8526,gene_protein,DGKE,NCBI,Gene
12257,5652,gene_protein,PRSS8,NCBI,Gene
12259,4685,gene_protein,NCAM2,NCBI,Gene
12260,8456,gene_protein,FOXN1,NCBI,Gene
12262,57496,gene_protein,MRTFB,NCBI,Gene
12263,55223,gene_protein,TRIM62,NCBI,Gene
12264,54619,gene_protein,CCNJ,NCBI,Gene
12265,154214,gene_protein,RNF217,NCBI,Gene
12266,57407,gene_protein,NMRAL1,NCBI,Gene
12267,81626,gene_protein,SHCBP1L,NCBI,Gene
12268,399947,gene_protein,C11orf87,NCBI,Gene
12270,8891,gene_protein,EIF2B3,NCBI,Gene
12271,142678,gene_protein,MIB2,NCBI,Gene
12273,225,gene_protein,ABCD2,NCBI,Gene
12274,286262,gene_protein,TPRN,NCBI,Gene
12275,28954,gene_protein,REM1,NCBI,Gene
12277,197131,gene_protein,UBR1,NCBI,Gene
12280,155465,gene_protein,AGR3,NCBI,Gene
12281,7293,gene_protein,TNFRSF4,NCBI,Gene
12282,55743,gene_protein,CHFR,NCBI,Gene
12284,55466,gene_protein,DNAJA4,NCBI,Gene
12285,653509,gene_protein,SFTPA1,NCBI,Gene
12287,22891,gene_protein,ZNF365,NCBI,Gene
12288,30820,gene_protein,KCNIP1,NCBI,Gene
12289,6519,gene_protein,SLC3A1,NCBI,Gene
12291,84720,gene_protein,PIGO,NCBI,Gene
12292,7699,gene_protein,ZNF140,NCBI,Gene
12293,79230,gene_protein,ZNF557,NCBI,Gene
12294,27231,gene_protein,NMRK2,NCBI,Gene
12295,57453,gene_protein,DSCAML1,NCBI,Gene
12296,2830,gene_protein,GPR6,NCBI,Gene
12297,285533,gene_protein,RNF175,NCBI,Gene
12298,25851,gene_protein,TECPR1,NCBI,Gene
12300,29969,gene_protein,MDFIC,NCBI,Gene
12301,4200,gene_protein,ME2,NCBI,Gene
12302,926,gene_protein,CD8B,NCBI,Gene
12303,3595,gene_protein,IL12RB2,NCBI,Gene
12304,51151,gene_protein,SLC45A2,NCBI,Gene
12306,56956,gene_protein,LHX9,NCBI,Gene
12307,51066,gene_protein,SSUH2,NCBI,Gene
12309,51603,gene_protein,METTL13,NCBI,Gene
12310,125150,gene_protein,ZSWIM7,NCBI,Gene
12311,170463,gene_protein,SSBP4,NCBI,Gene
12312,140606,gene_protein,SELENOM,NCBI,Gene
12313,114789,gene_protein,SLC25A25,NCBI,Gene
12315,11278,gene_protein,KLF12,NCBI,Gene
12316,79921,gene_protein,TCEAL4,NCBI,Gene
12317,94086,gene_protein,HSPB9,NCBI,Gene
12319,27324,gene_protein,TOX3,NCBI,Gene
12320,5506,gene_protein,PPP1R3A,NCBI,Gene
12321,10858,gene_protein,CYP46A1,NCBI,Gene
12324,89866,gene_protein,SEC16B,NCBI,Gene
12325,9381,gene_protein,OTOF,NCBI,Gene
12326,29982,gene_protein,NRBF2,NCBI,Gene
12327,79033,gene_protein,ERI3,NCBI,Gene
12328,9196,gene_protein,KCNAB3,NCBI,Gene
12330,9649,gene_protein,RALGPS1,NCBI,Gene
12332,5251,gene_protein,PHEX,NCBI,Gene
12333,79071,gene_protein,ELOVL6,NCBI,Gene
12334,5644,gene_protein,PRSS1,NCBI,Gene
12335,56108,gene_protein,PCDHGA7,NCBI,Gene
12336,79733,gene_protein,E2F8,NCBI,Gene
12337,7582,gene_protein,ZNF33B,NCBI,Gene
12338,84910,gene_protein,TMEM87B,NCBI,Gene
12339,29058,gene_protein,TMEM230,NCBI,Gene
12341,134266,gene_protein,GRPEL2,NCBI,Gene
12343,65055,gene_protein,REEP1,NCBI,Gene
12344,79639,gene_protein,TMEM53,NCBI,Gene
12345,342096,gene_protein,GOLGA6A,NCBI,Gene
12346,139628,gene_protein,FOXR2,NCBI,Gene
12347,59352,gene_protein,LGR6,NCBI,Gene
12348,80344,gene_protein,DCAF11,NCBI,Gene
12350,90459,gene_protein,ERI1,NCBI,Gene
12351,57662,gene_protein,CAMSAP3,NCBI,Gene
12352,55721,gene_protein,IQCC,NCBI,Gene
12353,9654,gene_protein,TTLL4,NCBI,Gene
12354,59344,gene_protein,ALOXE3,NCBI,Gene
12355,64411,gene_protein,ARAP3,NCBI,Gene
12356,60343,gene_protein,FAM3A,NCBI,Gene
12357,84449,gene_protein,ZNF333,NCBI,Gene
12358,84973,gene_protein,SNHG7,NCBI,Gene
12359,114294,gene_protein,LACTB,NCBI,Gene
12360,3808,gene_protein,KIR2DS3,NCBI,Gene
12361,56978,gene_protein,PRDM8,NCBI,Gene
12363,256646,gene_protein,NUTM1,NCBI,Gene
12364,3361,gene_protein,HTR5A,NCBI,Gene
12365,55568,gene_protein,GALNT10,NCBI,Gene
12368,130589,gene_protein,GALM,NCBI,Gene
12369,115362,gene_protein,GBP5,NCBI,Gene
12370,83707,gene_protein,TRPT1,NCBI,Gene
12371,1594,gene_protein,CYP27B1,NCBI,Gene
12372,10840,gene_protein,ALDH1L1,NCBI,Gene
12373,64425,gene_protein,POLR1E,NCBI,Gene
12377,56944,gene_protein,OLFML3,NCBI,Gene
12379,10056,gene_protein,FARSB,NCBI,Gene
12380,2250,gene_protein,FGF5,NCBI,Gene
12381,63899,gene_protein,NSUN3,NCBI,Gene
12382,8263,gene_protein,F8A1,NCBI,Gene
12383,80331,gene_protein,DNAJC5,NCBI,Gene
12384,140807,gene_protein,KRT72,NCBI,Gene
12387,192683,gene_protein,SCAMP5,NCBI,Gene
12388,80759,gene_protein,KHDC1,NCBI,Gene
12389,64240,gene_protein,ABCG5,NCBI,Gene
12390,653067,gene_protein,XAGE1B,NCBI,Gene
12391,4584,gene_protein,MUC3A,NCBI,Gene
12393,90589,gene_protein,ZNF625,NCBI,Gene
12394,286077,gene_protein,FAM83H,NCBI,Gene
12395,55521,gene_protein,TRIM36,NCBI,Gene
12396,9870,gene_protein,AREL1,NCBI,Gene
12397,84307,gene_protein,ZNF397,NCBI,Gene
12398,81562,gene_protein,LMAN2L,NCBI,Gene
12399,6512,gene_protein,SLC1A7,NCBI,Gene
12400,79675,gene_protein,FASTKD1,NCBI,Gene
12402,2576,gene_protein,GAGE4,NCBI,Gene
12403,389136,gene_protein,VGLL3,NCBI,Gene
12404,22877,gene_protein,MLXIP,NCBI,Gene
12406,26050,gene_protein,SLITRK5,NCBI,Gene
12407,3175,gene_protein,ONECUT1,NCBI,Gene
12408,92999,gene_protein,ZBTB47,NCBI,Gene
12409,84892,gene_protein,POMGNT2,NCBI,Gene
12410,7483,gene_protein,WNT9A,NCBI,Gene
12412,55316,gene_protein,RSAD1,NCBI,Gene
12413,25966,gene_protein,C2CD2,NCBI,Gene
12414,55613,gene_protein,MTMR8,NCBI,Gene
12415,84072,gene_protein,HORMAD1,NCBI,Gene
12418,57798,gene_protein,GATAD1,NCBI,Gene
12419,162461,gene_protein,TMEM92,NCBI,Gene
12420,55959,gene_protein,SULF2,NCBI,Gene
12421,22895,gene_protein,RPH3A,NCBI,Gene
12422,57038,gene_protein,RARS2,NCBI,Gene
12424,149371,gene_protein,EXOC8,NCBI,Gene
12425,23017,gene_protein,FAIM2,NCBI,Gene
12427,9993,gene_protein,DGCR2,NCBI,Gene
12430,90011,gene_protein,KIR3DX1,NCBI,Gene
12431,1557,gene_protein,CYP2C19,NCBI,Gene
12432,341208,gene_protein,HEPHL1,NCBI,Gene
12433,172,gene_protein,AFG3L1P,NCBI,Gene
12434,1551,gene_protein,CYP3A7,NCBI,Gene
12435,284415,gene_protein,VSTM1,NCBI,Gene
12436,84891,gene_protein,ZSCAN10,NCBI,Gene
12437,57403,gene_protein,RAB22A,NCBI,Gene
12439,155006,gene_protein,TMEM213,NCBI,Gene
12440,201475,gene_protein,RAB12,NCBI,Gene
12441,6444,gene_protein,SGCD,NCBI,Gene
12442,92305,gene_protein,TMEM129,NCBI,Gene
12443,83692,gene_protein,CD99L2,NCBI,Gene
12444,54900,gene_protein,LAX1,NCBI,Gene
12445,89122,gene_protein,TRIM4,NCBI,Gene
12446,387990,gene_protein,TOMM20L,NCBI,Gene
12449,152687,gene_protein,ZNF595,NCBI,Gene
12450,203228,gene_protein,C9orf72,NCBI,Gene
12451,10899,gene_protein,JTB,NCBI,Gene
12453,55683,gene_protein,KANSL3,NCBI,Gene
12454,169792,gene_protein,GLIS3,NCBI,Gene
12455,222256,gene_protein,CDHR3,NCBI,Gene
12456,26065,gene_protein,LSM14A,NCBI,Gene
12458,29035,gene_protein,C16orf72,NCBI,Gene
12459,3682,gene_protein,ITGAE,NCBI,Gene
12460,2020,gene_protein,EN2,NCBI,Gene
12461,27293,gene_protein,SMPDL3B,NCBI,Gene
12462,128869,gene_protein,PIGU,NCBI,Gene
12463,56834,gene_protein,GPR137,NCBI,Gene
12464,139081,gene_protein,MAGEC3,NCBI,Gene
12465,11010,gene_protein,GLIPR1,NCBI,Gene
12466,84190,gene_protein,METTL25,NCBI,Gene
12467,157680,gene_protein,VPS13B,NCBI,Gene
12469,486,gene_protein,FXYD2,NCBI,Gene
12470,23670,gene_protein,CEMIP2,NCBI,Gene
12471,3888,gene_protein,KRT82,NCBI,Gene
12472,388969,gene_protein,C2orf68,NCBI,Gene
12474,2294,gene_protein,FOXF1,NCBI,Gene
12475,116154,gene_protein,PHACTR3,NCBI,Gene
12476,84128,gene_protein,WDR75,NCBI,Gene
12477,27178,gene_protein,IL37,NCBI,Gene
12478,2843,gene_protein,GPR20,NCBI,Gene
12479,635,gene_protein,BHMT,NCBI,Gene
12480,10231,gene_protein,RCAN2,NCBI,Gene
12481,123811,gene_protein,CEP20,NCBI,Gene
12482,54970,gene_protein,TTC12,NCBI,Gene
12483,51761,gene_protein,ATP8A2,NCBI,Gene
12484,84068,gene_protein,SLC10A7,NCBI,Gene
12485,5239,gene_protein,PGM5,NCBI,Gene
12489,6530,gene_protein,SLC6A2,NCBI,Gene
12491,10645,gene_protein,CAMKK2,NCBI,Gene
12492,246213,gene_protein,SLC17A8,NCBI,Gene
12493,57492,gene_protein,ARID1B,NCBI,Gene
12494,145957,gene_protein,NRG4,NCBI,Gene
12496,84064,gene_protein,HDHD2,NCBI,Gene
12497,56888,gene_protein,KCMF1,NCBI,Gene
12499,26469,gene_protein,PTPN18,NCBI,Gene
12500,23576,gene_protein,DDAH1,NCBI,Gene
12501,150572,gene_protein,SMYD1,NCBI,Gene
12502,4185,gene_protein,ADAM11,NCBI,Gene
12503,1258,gene_protein,CNGB1,NCBI,Gene
12504,221785,gene_protein,ZSCAN25,NCBI,Gene
12505,84922,gene_protein,FIZ1,NCBI,Gene
12506,80108,gene_protein,ZFP2,NCBI,Gene
12507,9214,gene_protein,FCMR,NCBI,Gene
12508,151230,gene_protein,KLHL23,NCBI,Gene
12509,10333,gene_protein,TLR6,NCBI,Gene
12510,51083,gene_protein,GAL,NCBI,Gene
12511,285672,gene_protein,SREK1IP1,NCBI,Gene
12512,114900,gene_protein,C1QTNF4,NCBI,Gene
12515,116541,gene_protein,MRPL54,NCBI,Gene
12517,121642,gene_protein,ALKBH2,NCBI,Gene
12518,1497,gene_protein,CTNS,NCBI,Gene
12519,116039,gene_protein,OSR2,NCBI,Gene
12520,57010,gene_protein,CABP4,NCBI,Gene
12521,9923,gene_protein,ZBTB40,NCBI,Gene
12522,55687,gene_protein,TRMU,NCBI,Gene
12523,4825,gene_protein,NKX6-1,NCBI,Gene
12524,51018,gene_protein,RRP15,NCBI,Gene
12525,55210,gene_protein,ATAD3A,NCBI,Gene
12527,343069,gene_protein,HNRNPCL1,NCBI,Gene
12528,8642,gene_protein,DCHS1,NCBI,Gene
12529,25901,gene_protein,CCDC28A,NCBI,Gene
12530,86614,gene_protein,HSFY1,NCBI,Gene
12532,27296,gene_protein,TP53TG5,NCBI,Gene
12536,4857,gene_protein,NOVA1,NCBI,Gene
12537,6716,gene_protein,SRD5A2,NCBI,Gene
12538,2693,gene_protein,GHSR,NCBI,Gene
12539,93664,gene_protein,CADPS2,NCBI,Gene
12540,26509,gene_protein,MYOF,NCBI,Gene
12541,166968,gene_protein,MIER3,NCBI,Gene
12543,9937,gene_protein,DCLRE1A,NCBI,Gene
12544,286410,gene_protein,ATP11C,NCBI,Gene
12545,168620,gene_protein,BHLHA15,NCBI,Gene
12547,171546,gene_protein,SPTSSA,NCBI,Gene
12548,2658,gene_protein,GDF2,NCBI,Gene
12549,128178,gene_protein,EDARADD,NCBI,Gene
12550,482,gene_protein,ATP1B2,NCBI,Gene
12551,79693,gene_protein,YRDC,NCBI,Gene
12554,4594,gene_protein,MMUT,NCBI,Gene
12556,54503,gene_protein,ZDHHC13,NCBI,Gene
